Customer ID,Age,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Gender_Female,Category_Accessories,Category_Clothing,Category_Footwear,Category_Outerwear,Item Purchased_encoded,Location_encoded,Size_encoded,Color_encoded,Season_encoded,Subscription Status_encoded,Payment Method_encoded,Shipping Type_encoded,Discount Applied_encoded,Frequency of Purchases_encoded
1920,0.3076923076923077,Backpack,0.45000000000000007,Virginia,M,Olive,Summer,0.2400000000000002,No,Express,No,No,0.38775510204081626,PayPal,Bi-Weekly,0,1,0,0,0,0,45,1,13,2,0,4,1,0,1
1921,0.6346153846153847,Blouse,0.8,Connecticut,M,Purple,Spring,0.11999999999999988,No,Standard,No,No,0.7959183673469387,Cash,Every 3 Months,0,0,1,0,0,2,6,1,17,1,0,1,4,0,2
1922,0.5576923076923077,Shirt,0.2,Michigan,M,Green,Fall,0.40000000000000013,No,Store Pickup,No,No,0.24489795918367344,Venmo,Annually,0,0,1,0,0,16,21,1,8,0,0,5,5,0,0
1923,0.0,Gloves,0.5375000000000001,Kentucky,S,Peach,Summer,0.8399999999999999,No,Standard,No,No,0.16326530612244897,PayPal,Monthly,0,1,0,0,0,6,16,2,15,2,0,4,4,0,4
1924,0.8846153846153847,Sandals,0.2,Nebraska,XL,Blue,Summer,0.72,No,Standard,No,No,0.12244897959183673,Cash,Annually,0,0,0,1,0,14,26,3,2,2,0,1,4,0,0
1925,0.23076923076923084,Jacket,0.5375000000000001,Michigan,M,Gray,Fall,0.9199999999999999,No,Free Shipping,No,No,0.836734693877551,PayPal,Quarterly,0,0,0,0,1,10,21,1,7,0,0,4,2,0,5
1926,0.7884615384615384,Sneakers,0.15000000000000002,Utah,L,Black,Winter,0.15999999999999992,No,Express,No,No,0.8775510204081631,Credit Card,Fortnightly,0,0,0,1,0,20,43,0,1,3,0,2,1,0,3
1927,0.9230769230769232,Backpack,0.9125000000000001,New Mexico,M,Silver,Spring,0.20000000000000018,No,Express,No,No,0.10204081632653061,PayPal,Annually,0,1,0,0,0,0,30,1,19,1,0,4,1,0,0
1928,0.42307692307692313,Pants,0.11250000000000004,Florida,M,Pink,Summer,0.15999999999999992,No,Standard,No,No,0.14285714285714285,Cash,Every 3 Months,0,0,1,0,0,13,8,1,16,2,0,1,4,0,2
1929,0.13461538461538464,Sunglasses,0.9000000000000001,Mississippi,S,Lavender,Summer,0.4800000000000002,No,Standard,No,No,0.18367346938775508,PayPal,Weekly,0,1,0,0,0,22,23,2,10,2,0,4,4,0,6
1930,0.7884615384615384,Jeans,0.16250000000000003,Hawaii,L,Brown,Fall,0.8800000000000001,No,Standard,No,No,0.9183673469387754,Venmo,Quarterly,0,0,1,0,0,11,10,0,3,0,0,5,4,0,5
1931,0.9230769230769232,Pants,0.4,North Carolina,L,Turquoise,Spring,0.40000000000000013,No,Store Pickup,No,No,0.510204081632653,Cash,Weekly,0,0,1,0,0,13,32,0,21,1,0,1,5,0,6
1932,0.6923076923076924,Jewelry,0.275,Illinois,S,Olive,Spring,0.08000000000000007,No,Store Pickup,No,No,0.10204081632653061,Debit Card,Every 3 Months,0,1,0,0,0,12,12,2,13,1,0,3,5,0,2
1933,0.46153846153846156,Hoodie,0.2,Maryland,M,White,Spring,1.0,No,Free Shipping,No,No,0.9387755102040816,Credit Card,Every 3 Months,0,0,1,0,0,9,19,1,23,1,0,2,2,0,2
1934,0.576923076923077,Sandals,0.5875,Montana,L,Violet,Summer,0.6399999999999999,No,Next Day Air,No,No,0.5510204081632653,Venmo,Annually,0,0,0,1,0,14,25,0,22,2,0,5,3,0,0
1935,0.3076923076923077,Jacket,0.2875,Michigan,L,Gold,Winter,0.08000000000000007,No,Free Shipping,No,No,0.44897959183673464,Bank Transfer,Annually,0,0,0,0,1,10,21,0,6,3,0,0,2,0,0
1936,0.019230769230769273,Blouse,0.6000000000000001,North Carolina,XL,Violet,Spring,0.9199999999999999,No,Free Shipping,No,No,0.8979591836734693,Cash,Fortnightly,0,0,1,0,0,2,32,3,22,1,0,1,2,0,3
1937,1.0,Jewelry,0.5,Minnesota,S,Teal,Summer,0.72,No,2-Day Shipping,No,No,0.8775510204081631,PayPal,Every 3 Months,0,1,0,0,0,12,22,2,20,2,0,4,0,0,2
1938,0.48076923076923084,Socks,0.4125000000000001,Delaware,M,Olive,Summer,0.8,No,2-Day Shipping,No,No,0.2040816326530612,Bank Transfer,Monthly,0,0,1,0,0,21,7,1,13,2,0,0,0,0,4
1939,0.5384615384615385,Jeans,0.03750000000000003,Kentucky,L,Blue,Spring,0.52,No,Standard,No,No,0.7755102040816325,Debit Card,Bi-Weekly,0,0,1,0,0,11,16,0,2,1,0,3,4,0,1
1940,0.9230769230769232,Gloves,0.4625,Ohio,L,Magenta,Winter,0.4800000000000002,No,Store Pickup,No,No,0.38775510204081626,PayPal,Every 3 Months,0,1,0,0,0,6,34,0,11,3,0,4,5,0,2
1941,0.6153846153846154,Hat,0.8625,Alaska,L,Gray,Fall,0.56,No,2-Day Shipping,No,No,0.9591836734693877,PayPal,Fortnightly,0,1,0,0,0,8,1,0,7,0,0,4,0,0,3
1942,0.7115384615384616,Shoes,0.9875,Vermont,XL,Peach,Winter,0.32000000000000006,No,Standard,No,No,0.9183673469387754,Credit Card,Quarterly,0,0,0,1,0,17,44,3,15,3,0,2,4,0,5
1943,0.8653846153846155,Pants,0.10000000000000003,Alabama,M,Cyan,Fall,0.3600000000000001,No,Express,No,No,0.4285714285714285,PayPal,Monthly,0,0,1,0,0,13,0,1,5,0,0,4,1,0,4
1944,0.2692307692307693,Socks,0.4125000000000001,Wisconsin,L,Violet,Summer,0.52,No,Next Day Air,No,No,0.8979591836734693,Cash,Annually,0,0,1,0,0,21,48,0,22,2,0,1,3,0,0
1945,0.23076923076923084,Hoodie,0.3125,Arkansas,M,Gold,Winter,0.08000000000000007,No,Free Shipping,No,No,0.9795918367346937,Cash,Every 3 Months,0,0,1,0,0,9,3,1,6,3,0,1,2,0,2
1946,0.326923076923077,Hoodie,0.22500000000000003,Georgia,M,Gold,Winter,0.15999999999999992,No,2-Day Shipping,No,No,0.16326530612244897,Credit Card,Every 3 Months,0,0,1,0,0,9,9,1,6,3,0,2,0,0,2
1947,0.7884615384615384,Pants,0.36250000000000004,Louisiana,M,White,Summer,0.8,No,Standard,No,No,0.8163265306122448,Credit Card,Quarterly,0,0,1,0,0,13,17,1,23,2,0,2,4,0,5
1948,0.7884615384615384,Shirt,0.15000000000000002,New York,M,Gray,Summer,0.040000000000000036,No,Store Pickup,No,No,0.02040816326530612,PayPal,Monthly,0,0,1,0,0,16,31,1,7,2,0,4,5,0,4
1949,0.6923076923076924,T-shirt,0.21250000000000002,Connecticut,L,Brown,Winter,0.2400000000000002,No,Next Day Air,No,No,0.7755102040816325,PayPal,Bi-Weekly,0,0,1,0,0,24,6,0,3,3,0,4,3,0,1
1950,0.8653846153846155,Dress,0.75,Nebraska,L,Gray,Winter,0.8800000000000001,No,Store Pickup,No,No,0.22448979591836735,PayPal,Quarterly,0,0,1,0,0,5,26,0,7,3,0,4,5,0,5
1951,0.48076923076923084,Backpack,0.7250000000000001,Arkansas,L,Blue,Summer,0.8399999999999999,No,Free Shipping,No,No,0.510204081632653,PayPal,Every 3 Months,0,1,0,0,0,0,3,0,2,2,0,4,2,0,2
1952,0.28846153846153855,Gloves,0.4125000000000001,Connecticut,L,Gold,Summer,0.08000000000000007,No,Next Day Air,No,No,0.6326530612244897,Bank Transfer,Bi-Weekly,0,1,0,0,0,6,6,0,6,2,0,0,3,0,1
1953,0.7500000000000001,Shoes,0.7750000000000001,Maryland,L,Yellow,Summer,0.8399999999999999,No,2-Day Shipping,No,No,1.0,Cash,Bi-Weekly,0,0,0,1,0,17,19,0,24,2,0,1,0,0,1
1954,0.13461538461538464,Skirt,0.16250000000000003,Colorado,XL,Green,Spring,0.9199999999999999,No,Standard,No,No,0.04081632653061225,PayPal,Fortnightly,0,0,1,0,0,19,5,3,8,1,0,4,4,0,3
1955,0.15384615384615385,Gloves,0.7125,Colorado,M,Pink,Winter,0.6800000000000002,No,Free Shipping,No,No,0.04081632653061225,Venmo,Quarterly,0,1,0,0,0,6,5,1,16,3,0,5,2,0,5
1956,0.6153846153846154,Hoodie,0.45000000000000007,Maine,M,Pink,Winter,0.9600000000000002,No,Express,No,No,0.7346938775510203,Cash,Monthly,0,0,1,0,0,9,18,1,16,3,0,1,1,0,4
1957,1.0,Socks,0.21250000000000002,Oklahoma,M,Pink,Winter,0.9600000000000002,No,Express,No,No,0.38775510204081626,Credit Card,Fortnightly,0,0,1,0,0,21,35,1,16,3,0,2,1,0,3
1958,0.9615384615384616,Gloves,0.42500000000000004,South Carolina,M,Cyan,Spring,0.8,No,Store Pickup,No,No,0.510204081632653,Cash,Bi-Weekly,0,1,0,0,0,6,39,1,5,1,0,1,5,0,1
1959,0.40384615384615385,Shorts,0.5875,Nevada,M,Gray,Winter,0.08000000000000007,No,Store Pickup,No,No,0.9387755102040816,Cash,Quarterly,0,0,1,0,0,18,27,1,7,3,0,1,5,0,5
1960,0.5384615384615385,Shoes,0.875,Colorado,M,White,Fall,0.2400000000000002,No,Store Pickup,No,No,0.12244897959183673,Credit Card,Every 3 Months,0,0,0,1,0,17,5,1,23,0,0,2,5,0,2
1961,0.7500000000000001,Jeans,0.65,Massachusetts,L,Red,Summer,0.32000000000000006,No,2-Day Shipping,No,No,0.7959183673469387,Credit Card,Annually,0,0,1,0,0,11,20,0,18,2,0,2,0,0,0
1962,0.5576923076923077,Boots,0.48750000000000004,Nevada,L,Black,Summer,0.040000000000000036,No,Free Shipping,No,No,0.8979591836734693,Debit Card,Quarterly,0,0,0,1,0,3,27,0,1,2,0,3,2,0,5
1963,0.42307692307692313,Hat,0.3125,Iowa,M,Silver,Fall,0.7600000000000002,No,Standard,No,No,0.38775510204081626,PayPal,Fortnightly,0,1,0,0,0,8,14,1,19,0,0,4,4,0,3
1964,0.6538461538461539,Shorts,0.125,Michigan,L,Pink,Spring,0.56,No,Standard,No,No,0.2040816326530612,Credit Card,Weekly,0,0,1,0,0,18,21,0,16,1,0,2,4,0,6
1965,0.42307692307692313,Pants,0.38750000000000007,West Virginia,S,Cyan,Summer,0.8399999999999999,No,Express,No,No,1.0,Debit Card,Monthly,0,0,1,0,0,13,47,2,5,2,0,3,1,0,4
1966,0.9423076923076924,Sweater,0.875,Indiana,M,White,Fall,0.9600000000000002,No,Express,No,No,0.4897959183673469,Debit Card,Quarterly,0,0,1,0,0,23,13,1,23,0,0,3,1,0,5
1967,0.9423076923076924,Jacket,0.9375,Indiana,XL,Purple,Winter,0.4800000000000002,No,Express,No,No,0.08163265306122448,Credit Card,Fortnightly,0,0,0,0,1,10,13,3,17,3,0,2,1,0,3
1968,0.3653846153846154,Dress,0.7625,Georgia,L,Yellow,Fall,0.4800000000000002,No,Standard,No,No,0.061224489795918366,Venmo,Annually,0,0,1,0,0,5,9,0,24,0,0,5,4,0,0
1969,0.9423076923076924,Shirt,0.625,Minnesota,S,Blue,Spring,0.6800000000000002,No,Standard,No,No,0.4897959183673469,Credit Card,Weekly,0,0,1,0,0,16,22,2,2,1,0,2,4,0,6
1970,0.8846153846153847,Dress,0.15000000000000002,Louisiana,S,Cyan,Winter,0.40000000000000013,No,Next Day Air,No,No,0.2040816326530612,Bank Transfer,Fortnightly,0,0,1,0,0,5,17,2,5,3,0,0,3,0,3
1971,0.1923076923076924,Belt,0.925,Maryland,M,Indigo,Spring,0.15999999999999992,No,Next Day Air,No,No,0.061224489795918366,Credit Card,Bi-Weekly,0,1,0,0,0,1,19,1,9,1,0,2,3,0,1
1972,0.6923076923076924,Hat,0.11250000000000004,Pennsylvania,XL,Indigo,Spring,0.3600000000000001,No,Next Day Air,No,No,0.0,Venmo,Monthly,0,1,0,0,0,8,37,3,9,1,0,5,3,0,4
1973,0.6923076923076924,Backpack,0.1375,Louisiana,M,Silver,Summer,0.32000000000000006,No,Express,No,No,0.9591836734693877,PayPal,Every 3 Months,0,1,0,0,0,0,17,1,19,2,0,4,1,0,2
1974,0.11538461538461542,Skirt,0.0,Maryland,XL,Red,Fall,0.8,No,Standard,No,No,0.16326530612244897,Venmo,Every 3 Months,0,0,1,0,0,19,19,3,18,0,0,5,4,0,2
1975,0.17307692307692313,Gloves,0.30000000000000004,Tennessee,M,Peach,Winter,0.8399999999999999,No,2-Day Shipping,No,No,0.02040816326530612,PayPal,Fortnightly,0,1,0,0,0,6,41,1,15,3,0,4,0,0,3
1976,0.6730769230769232,Jacket,0.7125,Illinois,L,Turquoise,Fall,0.15999999999999992,No,Express,No,No,0.061224489795918366,Cash,Quarterly,0,0,0,0,1,10,12,0,21,0,0,1,1,0,5
1977,0.2692307692307693,Handbag,0.38750000000000007,Wyoming,M,Pink,Spring,0.28000000000000025,No,Next Day Air,No,No,0.8571428571428571,PayPal,Fortnightly,0,1,0,0,0,7,49,1,16,1,0,4,3,0,3
1978,0.11538461538461542,Sandals,0.36250000000000004,Florida,M,Teal,Summer,0.040000000000000036,No,Free Shipping,No,No,0.6326530612244897,Bank Transfer,Annually,0,0,0,1,0,14,8,1,20,2,0,0,2,0,0
1979,0.5192307692307693,Sunglasses,0.7250000000000001,Massachusetts,L,Magenta,Spring,0.52,No,Store Pickup,No,No,0.0,Cash,Quarterly,0,1,0,0,0,22,20,0,11,1,0,1,5,0,5
1980,0.5961538461538463,Jeans,0.9750000000000001,Tennessee,L,Blue,Spring,0.11999999999999988,No,Store Pickup,No,No,0.7551020408163265,Debit Card,Fortnightly,0,0,1,0,0,11,41,0,2,1,0,3,5,0,3
1981,0.6346153846153847,Sandals,0.925,Iowa,M,Green,Winter,0.7600000000000002,No,Store Pickup,No,No,0.4897959183673469,PayPal,Fortnightly,0,0,0,1,0,14,14,1,8,3,0,4,5,0,3
1982,0.980769230769231,Shoes,0.8875,Michigan,L,Violet,Summer,0.8800000000000001,No,Express,No,No,0.836734693877551,PayPal,Quarterly,0,0,0,1,0,17,21,0,22,2,0,4,1,0,5
1983,0.4423076923076924,Sunglasses,0.7125,Kansas,M,Turquoise,Summer,0.08000000000000007,No,2-Day Shipping,No,No,0.6326530612244897,PayPal,Monthly,0,1,0,0,0,22,15,1,21,2,0,4,0,0,4
1984,0.7884615384615384,Scarf,0.9625000000000001,Georgia,M,Pink,Summer,0.040000000000000036,No,Next Day Air,No,No,0.4081632653061224,Debit Card,Quarterly,0,1,0,0,0,15,9,1,16,2,0,3,3,0,5
1985,0.15384615384615385,Skirt,0.4750000000000001,West Virginia,M,Black,Summer,0.3600000000000001,No,2-Day Shipping,No,No,0.510204081632653,PayPal,Fortnightly,0,0,1,0,0,19,47,1,1,2,0,4,0,0,3
1986,0.0961538461538462,Gloves,0.9625000000000001,Tennessee,M,Gold,Spring,0.56,No,2-Day Shipping,No,No,0.10204081632653061,Credit Card,Fortnightly,0,1,0,0,0,6,41,1,6,1,0,2,0,0,3
1987,0.8461538461538461,Coat,0.3500000000000001,Arkansas,L,Green,Summer,0.3600000000000001,No,2-Day Shipping,No,No,0.26530612244897955,Venmo,Quarterly,0,0,0,0,1,4,3,0,8,2,0,5,0,0,5
1988,0.980769230769231,Belt,0.03750000000000003,Vermont,XL,White,Summer,0.3600000000000001,No,Express,No,No,0.061224489795918366,Cash,Quarterly,0,1,0,0,0,1,44,3,23,2,0,1,1,0,5
1989,0.5384615384615385,Pants,0.7375,Virginia,M,Gold,Winter,0.56,No,Free Shipping,No,No,0.510204081632653,Bank Transfer,Weekly,0,0,1,0,0,13,45,1,6,3,0,0,2,0,6
1990,0.326923076923077,Jewelry,0.275,Maryland,S,Charcoal,Spring,0.6000000000000001,No,Express,No,No,0.7755102040816325,PayPal,Bi-Weekly,0,1,0,0,0,12,19,2,4,1,0,4,1,0,1
1991,0.2692307692307693,Backpack,0.9375,Connecticut,L,White,Spring,0.3600000000000001,No,2-Day Shipping,No,No,0.28571428571428564,PayPal,Annually,0,1,0,0,0,0,6,0,23,1,0,4,0,0,0
1992,0.5384615384615385,Sneakers,0.11250000000000004,Missouri,M,Brown,Summer,0.4800000000000002,No,Next Day Air,No,No,0.0,Venmo,Every 3 Months,0,0,0,1,0,20,24,1,3,2,0,5,3,0,2
1993,0.28846153846153855,Hoodie,0.9750000000000001,New Jersey,L,Gold,Winter,0.9600000000000002,No,2-Day Shipping,No,No,0.5510204081632653,Venmo,Monthly,0,0,1,0,0,9,29,0,6,3,0,5,0,0,4
1994,0.2692307692307693,Blouse,0.9500000000000002,Arkansas,S,Purple,Spring,1.0,No,Express,No,No,0.32653061224489793,Cash,Weekly,0,0,1,0,0,2,3,2,17,1,0,1,1,0,6
1995,0.28846153846153855,Sunglasses,0.5750000000000001,Nevada,M,Brown,Fall,0.15999999999999992,No,Next Day Air,No,No,0.4693877551020408,Credit Card,Weekly,0,1,0,0,0,22,27,1,3,0,0,2,3,0,6
1996,0.9423076923076924,Boots,0.75,Missouri,S,Teal,Spring,0.20000000000000018,No,Standard,No,No,0.5714285714285714,Debit Card,Quarterly,0,0,0,1,0,3,24,2,20,1,0,3,4,0,5
1997,0.9423076923076924,Sneakers,0.08750000000000002,South Dakota,L,Indigo,Summer,0.32000000000000006,No,Next Day Air,No,No,0.346938775510204,Cash,Every 3 Months,0,0,0,1,0,20,40,0,9,2,0,1,3,0,2
1998,0.46153846153846156,Backpack,0.0625,Connecticut,M,Purple,Fall,0.8800000000000001,No,Express,No,No,0.18367346938775508,Debit Card,Bi-Weekly,0,1,0,0,0,0,6,1,17,0,0,3,1,0,1
1999,0.03846153846153849,Pants,0.3125,Vermont,M,Orange,Fall,0.3600000000000001,No,2-Day Shipping,No,No,0.36734693877551017,Cash,Quarterly,0,0,1,0,0,13,44,1,14,0,0,1,0,0,5
2000,0.40384615384615385,Socks,0.8625,Tennessee,L,Indigo,Winter,0.8399999999999999,No,2-Day Shipping,No,No,0.510204081632653,Debit Card,Monthly,0,0,1,0,0,21,41,0,9,3,0,3,0,0,4
2001,0.15384615384615385,Belt,0.08750000000000002,California,M,Lavender,Winter,0.44000000000000017,No,2-Day Shipping,No,No,0.4897959183673469,Cash,Bi-Weekly,0,1,0,0,0,1,4,1,10,3,0,1,0,0,1
2002,0.6346153846153847,Sunglasses,0.875,Wyoming,S,Purple,Winter,0.040000000000000036,No,Free Shipping,No,No,0.02040816326530612,Debit Card,Fortnightly,0,1,0,0,0,22,49,2,17,3,0,3,2,0,3
2003,0.25,Shirt,0.5625,New York,M,Red,Summer,0.08000000000000007,No,Express,No,No,0.36734693877551017,PayPal,Every 3 Months,0,0,1,0,0,16,31,1,18,2,0,4,1,0,2
2004,0.9615384615384616,Sneakers,0.65,Maine,S,Blue,Spring,0.2400000000000002,No,Express,No,No,0.6326530612244897,Cash,Quarterly,0,0,0,1,0,20,18,2,2,1,0,1,1,0,5
2005,0.5000000000000001,Shoes,0.625,Georgia,L,Blue,Fall,0.28000000000000025,No,2-Day Shipping,No,No,0.24489795918367344,Cash,Bi-Weekly,0,0,0,1,0,17,9,0,2,0,0,1,0,0,1
2006,0.0,Sandals,0.7750000000000001,Tennessee,M,Cyan,Winter,0.3600000000000001,No,Store Pickup,No,No,0.5918367346938774,PayPal,Fortnightly,0,0,0,1,0,14,41,1,5,3,0,4,5,0,3
2007,0.7692307692307693,Scarf,0.9625000000000001,New Mexico,S,Pink,Fall,0.7600000000000002,No,Express,No,No,0.02040816326530612,Credit Card,Annually,0,1,0,0,0,15,30,2,16,0,0,2,1,0,0
2008,0.15384615384615385,Shirt,0.0625,Virginia,M,Silver,Summer,0.28000000000000025,No,2-Day Shipping,No,No,0.14285714285714285,PayPal,Quarterly,0,0,1,0,0,16,45,1,19,2,0,4,0,0,5
2009,0.7500000000000001,Skirt,0.3500000000000001,Florida,M,Gray,Spring,0.0,No,Free Shipping,No,No,0.5306122448979591,PayPal,Every 3 Months,0,0,1,0,0,19,8,1,7,1,0,4,2,0,2
2010,0.3653846153846154,Boots,0.9875,Alabama,M,Indigo,Summer,0.52,No,Next Day Air,No,No,0.510204081632653,Venmo,Bi-Weekly,0,0,0,1,0,3,0,1,9,2,0,5,3,0,1
2011,0.11538461538461542,Sweater,0.012500000000000011,Texas,M,Maroon,Summer,0.7600000000000002,No,2-Day Shipping,No,No,0.04081632653061225,Debit Card,Bi-Weekly,0,0,1,0,0,23,42,1,12,2,0,3,0,0,1
2012,0.7500000000000001,Sandals,0.925,West Virginia,M,Beige,Spring,0.4800000000000002,No,Express,No,No,0.061224489795918366,Bank Transfer,Monthly,0,0,0,1,0,14,47,1,0,1,0,0,1,0,4
2013,0.576923076923077,Jeans,0.4125000000000001,Nevada,L,Green,Fall,0.28000000000000025,No,Store Pickup,No,No,0.08163265306122448,Cash,Fortnightly,0,0,1,0,0,11,27,0,8,0,0,1,5,0,3
2014,0.40384615384615385,Backpack,0.625,Virginia,M,Peach,Winter,0.9600000000000002,No,Standard,No,No,0.4897959183673469,Debit Card,Quarterly,0,1,0,0,0,0,45,1,15,3,0,3,4,0,5
2015,0.6346153846153847,Skirt,0.07500000000000001,Wisconsin,L,Black,Summer,0.56,No,Standard,No,No,0.9387755102040816,PayPal,Bi-Weekly,0,0,1,0,0,19,48,0,1,2,0,4,4,0,1
2016,0.7500000000000001,Belt,0.7750000000000001,Virginia,S,Pink,Summer,0.8,No,Next Day Air,No,No,0.14285714285714285,Credit Card,Fortnightly,0,1,0,0,0,1,45,2,16,2,0,2,3,0,3
2017,0.6730769230769232,Shoes,0.3375,Maine,S,Violet,Winter,0.3600000000000001,No,Standard,No,No,0.38775510204081626,Debit Card,Fortnightly,0,0,0,1,0,17,18,2,22,3,0,3,4,0,3
2018,1.0,Socks,0.15000000000000002,Massachusetts,S,Green,Winter,0.6399999999999999,No,Next Day Air,No,No,0.836734693877551,Bank Transfer,Every 3 Months,0,0,1,0,0,21,20,2,8,3,0,0,3,0,2
2019,0.8076923076923078,Backpack,0.9625000000000001,Arkansas,S,Gold,Fall,0.8,No,Store Pickup,No,No,0.38775510204081626,Bank Transfer,Weekly,0,1,0,0,0,0,3,2,6,0,0,0,5,0,6
2020,0.25,Shirt,0.6000000000000001,Idaho,S,Red,Winter,0.8800000000000001,No,Store Pickup,No,No,0.44897959183673464,Cash,Fortnightly,0,0,1,0,0,16,11,2,18,3,0,1,5,0,3
2021,0.4423076923076924,Sweater,0.03750000000000003,Pennsylvania,M,Beige,Winter,0.9199999999999999,No,Next Day Air,No,No,0.510204081632653,Cash,Quarterly,0,0,1,0,0,23,37,1,0,3,0,1,3,0,5
2022,0.8461538461538461,Handbag,0.16250000000000003,Maine,M,Green,Winter,0.7600000000000002,No,Standard,No,No,0.9591836734693877,Venmo,Quarterly,0,1,0,0,0,7,18,1,8,3,0,5,4,0,5
2023,0.7884615384615384,Jewelry,0.22500000000000003,Alabama,S,Black,Winter,0.6000000000000001,No,Store Pickup,No,No,0.3061224489795918,Cash,Bi-Weekly,0,1,0,0,0,12,0,2,1,3,0,1,5,0,1
2024,0.5384615384615385,Socks,0.6000000000000001,Idaho,S,Teal,Winter,0.6399999999999999,No,Store Pickup,No,No,0.5510204081632653,Cash,Bi-Weekly,0,0,1,0,0,21,11,2,20,3,0,1,5,0,1
2025,0.8461538461538461,Socks,0.03750000000000003,Arkansas,L,Silver,Fall,0.4800000000000002,No,Express,No,No,0.7755102040816325,PayPal,Weekly,0,0,1,0,0,21,3,0,19,0,0,4,1,0,6
2026,0.46153846153846156,Shirt,0.11250000000000004,Delaware,M,Turquoise,Summer,0.20000000000000018,No,Express,No,No,0.8571428571428571,Debit Card,Fortnightly,0,0,1,0,0,16,7,1,21,2,0,3,1,0,3
2027,0.3653846153846154,Scarf,0.1875,Maine,M,Orange,Winter,0.44000000000000017,No,Express,No,No,0.8979591836734693,Bank Transfer,Every 3 Months,0,1,0,0,0,15,18,1,14,3,0,0,1,0,2
2028,0.6153846153846154,Shoes,0.6625000000000001,Nebraska,S,Gold,Fall,0.9199999999999999,No,Standard,No,No,1.0,Credit Card,Every 3 Months,0,0,0,1,0,17,26,2,6,0,0,2,4,0,2
2029,0.21153846153846156,Shoes,0.8,Ohio,XL,Purple,Fall,0.4800000000000002,No,2-Day Shipping,No,No,0.18367346938775508,Venmo,Bi-Weekly,0,0,0,1,0,17,34,3,17,0,0,5,0,0,1
2030,0.13461538461538464,Scarf,0.03750000000000003,Montana,M,Pink,Spring,0.8399999999999999,No,Next Day Air,No,No,0.7959183673469387,PayPal,Quarterly,0,1,0,0,0,15,25,1,16,1,0,4,3,0,5
2031,0.9230769230769232,Sunglasses,0.5875,New Mexico,S,Green,Summer,0.11999999999999988,No,Standard,No,No,0.7551020408163265,Credit Card,Monthly,0,1,0,0,0,22,30,2,8,2,0,2,4,0,4
2032,0.05769230769230771,Socks,0.38750000000000007,North Carolina,L,Charcoal,Spring,0.6000000000000001,No,Standard,No,No,0.02040816326530612,Credit Card,Monthly,0,0,1,0,0,21,32,0,4,1,0,2,4,0,4
2033,0.5384615384615385,Blouse,0.2,South Carolina,M,Maroon,Winter,0.6800000000000002,No,Next Day Air,No,No,0.24489795918367344,Cash,Annually,0,0,1,0,0,2,39,1,12,3,0,1,3,0,0
2034,0.7500000000000001,Jeans,0.4375,Illinois,L,Olive,Summer,0.44000000000000017,No,Express,No,No,0.6530612244897959,Venmo,Annually,0,0,1,0,0,11,12,0,13,2,0,5,1,0,0
2035,0.826923076923077,Shorts,0.125,Alabama,M,Peach,Spring,0.15999999999999992,No,Store Pickup,No,No,0.5306122448979591,PayPal,Monthly,0,0,1,0,0,18,0,1,15,1,0,4,5,0,4
2036,0.6730769230769232,T-shirt,0.625,Oklahoma,S,Yellow,Summer,0.6399999999999999,No,Express,No,No,0.8571428571428571,Bank Transfer,Weekly,0,0,1,0,0,24,35,2,24,2,0,0,1,0,6
2037,0.3653846153846154,Blouse,0.5375000000000001,Minnesota,S,Lavender,Winter,0.2400000000000002,No,Next Day Air,No,No,0.9183673469387754,Cash,Weekly,0,0,1,0,0,2,22,2,10,3,0,1,3,0,6
2038,0.40384615384615385,Belt,0.8375000000000001,Illinois,S,Green,Summer,0.72,No,Express,No,No,0.12244897959183673,Venmo,Bi-Weekly,0,1,0,0,0,1,12,2,8,2,0,5,1,0,1
2039,0.6730769230769232,Blouse,0.625,Arkansas,L,Orange,Spring,0.7600000000000002,No,Next Day Air,No,No,0.693877551020408,Credit Card,Fortnightly,0,0,1,0,0,2,3,0,14,1,0,2,3,0,3
2040,0.326923076923077,T-shirt,0.38750000000000007,Minnesota,M,Olive,Spring,0.2400000000000002,No,Next Day Air,No,No,0.6122448979591836,Debit Card,Bi-Weekly,0,0,1,0,0,24,22,1,13,1,0,3,3,0,1
2041,0.980769230769231,Jewelry,0.0625,South Carolina,XL,Gray,Spring,0.15999999999999992,No,Free Shipping,No,No,0.836734693877551,Venmo,Quarterly,0,1,0,0,0,12,39,3,7,1,0,5,2,0,5
2042,0.9230769230769232,Jacket,0.15000000000000002,New York,S,Lavender,Winter,0.28000000000000025,No,Next Day Air,No,No,0.26530612244897955,PayPal,Bi-Weekly,0,0,0,0,1,10,31,2,10,3,0,4,3,0,1
2043,0.019230769230769273,Shoes,0.4,Alabama,M,Red,Spring,0.6000000000000001,No,2-Day Shipping,No,No,0.693877551020408,Venmo,Monthly,0,0,0,1,0,17,0,1,18,1,0,5,0,0,4
2044,0.5576923076923077,Gloves,0.16250000000000003,New York,M,Charcoal,Summer,0.08000000000000007,No,Standard,No,No,0.9795918367346937,PayPal,Weekly,0,1,0,0,0,6,31,1,4,2,0,4,4,0,6
